Added,URL, Price ,Year,Make,Model,Trim,Body,Mileage,Man0Auto1,Drivetrain,Fuel,HP,Displacement,Engine,Combined MPG,State,Title Issues,Accidents?,Owners,Rental Use?,Fleet Use?
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=305898907/NONE," $8,599 ",2011,Lincoln,MKX,,SUV,136710,1,AWD,Gas,305,3.7,V6,20,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=310953075/NONE," $8,490 ",2009,Audi,Q7,,SUV,"171,660",1,,Diesel,225,3,V6,,TX,No,No,7,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=307139452/NONE," $4,999 ",2006,Toyota,Sequoia,Limited,SUV,"233,784",1,RWD,Gas,273,4.7,V8,15,TX,No,1,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=307128696/NONE," $7,950 ",2010,Mercedes-Benz,M-Class,ML 350,SUV,"147,841",1,RWD,Gas,268,3.5,V6,18,TX,No,1,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=311526310/NONE," $5,500 ",2009,Subaru,Forester,2.5 X Premium,SUV,"160,000",0,AWD,Gas,170,2.5,H4,23,TX,No,1,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=313731039/NONE," $9,999 ",2012,Cadillac,SRX,Luxury,SUV,"125,905",1,FWD,Flex,308,3.6,V6,20,TX,No,Yes,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=315060880/NONE," $9,995 ",2009,Porsche,Cayenne,Turbo,SUV,"191,880",1,AWD,Gas,385,4.8,V8,,TX,No,No,4,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=312878210/NONE," $5,995 ",2006,Acura,MDX,Touring,SUV,"134,000",1,AWD,Gas,253,3.5,V6,18,TX,Yes,Yes,3,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=313681639/NONE," $8,995 ",2011,GMC,Acadia Denali,,SUV,"181,000",1,FWD,Gas,288,3.6,V6,,TX,No,No,3,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?sourceContext=carGurusHomePagePrice&inventorySearchWidgetType=PRICE&minPrice=0&maxPrice=10000&zip=77433#listing=312026762/NONE," $9,995 ",2008,Land Rover,Range Rover,Sport HSE,SUV,"139,126",1,4WD,Gas,300,4.4,V8,,TX,No,No,6,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=314995505/NONE," $12,995 ",2012,GMC,Yukon,Denali,SUV,"171,328",1,4x2,Flex,403,6.2,V8,,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=312696797/NONE," $17,995 ",2016,Honda,CR-V,EX-L,SUV,"99,565",1,FWD,Gas,185,2.4,I4,29,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=314622154/NONE," $14,998 ",2018,Hyundai,Santa Fe,Sport 2.4L,SUV,"109,029",1,FWD,Gas,185,2.4,I4,24,TX,No,No,2,Yes,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=304126140/NONE," $19,995 ",2018,Mazda,CX-5,Grand Touring,SUV,"94,309",1,FWD,Gas,187,2.5,I4,28,TX,No,No,2,Yes,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=302355155/NONE," $11,000 ",2017,Dodge,Journey,SE,SUV,"86,475",1,FWD,Gas,173,2.4,I4,22,TX,No,2,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=310338769/NONE," $14,999 ",2016,Jeep,Renegade,Limited,SUV,"72,799",1,4WD,Gas,180,2.4,I4,25,TX,No,1,2,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=312367248/NONE," $15,990 ",2017,Dodge,Journey,Crossroad Plus,SUV,"59,865",1,AWD,Gas,173,2.4,I4,,TX,No,No,2,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=307300293/NONE," $11,990 ",2013,Subaru,XV Crosstrek,Premium,SUV,"87,761",CVT,AWD,Gas,,2,H4,29,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=313420913/NONE," $18,995 ",2013,Jeep,Wrangler,Sport,SUV,"101,294",1,4WD,Gas,285,3.6,V6,19,TX,No,1,5,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=312495245/NONE," $13,899 ",2012,Land Rover,Range Rover,Sport HSE LUX,SUV,"102,670",1,4WD,Gas,375,5,V8,15,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=303723729/NONE," $12,499 ",2012,Mercedes-Benz,GLK-Class,GLK 350 4MATIC,SUV,"106,520",1,AWD,Gas,268,3.5,V6,18,TX,No,No,3,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=314875412/NONE," $18,998 ",2013,Cadillac,Escalade,ESV,SUV,"142,474",1,AWD,Flex,403,6.2,V8,15,TX,No,No,3,Yes,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=20000&sortDir=ASC&sourceContext=carGurusHomePagePrice&distance=50&minPrice=10000&sortType=DEAL_SCORE#listing=314416728/NONE," $18,193 ",2012,Volkswagen,Touareg,TDI Lux,SUV,"75,500",1,AWD,Diesel,225,3,V6,23,TX,No,No,2,No,Yes
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=7&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=314220269/NONE," $23,400 ",2019,Ford,Flex,SE,SUV,"8,742",1,FWD,Gas,287,3.5,V6,19,TX,No,1,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=7&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=307706366/NONE," $29,990 ",2016,GMC,Yukon,SLT,SUV,"104,812",1,4x2,Flex,355,5.3,V8,19,TX,No,1,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=7&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=312224536/NONE," $21,995 ",2020,Volkswagen,Tiguan,S,SUV,"14,215",1,FWD,Gas,184,2,I4,25,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=7&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=314823368/NONE," $26,619 ",2019,Toyota,RAV4,LE,SUV,"12,111",1,AWD,Gas,203,2.5,I4,29,TX,No,No,1,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=7&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=306931532/NONE," $23,995 ",2018,Audi,Q3,2.0T Premium,SUV,"52,183",1,FWD,Gas,200,2,I4,24,TX,No,1,2,Yes,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=7&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=294977943/NONE," $22,899 ",2016,BMW,X5,xDrive35i,SUV,"90,888",1,AWD,Gas,300,3,I6,21,TX,No,No,2,No,No
10/20/2021,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=77433&inventorySearchWidgetType=PRICE&maxPrice=30000&sortDir=ASC&sourceContext=carGurusHomePagePrice&bodyTypeGroupIds=7&distance=50&minPrice=20000&sortType=DEAL_SCORE#listing=312796147/NONE," $23,000 ",2012,Jeep,Wrangler,Unlimited Sahara,SUV,"85,450",1,4WD,Gas,285,3.6,V6,18,TX,Yes,Yes,2,No,No
